location,Year,Month,Tmax,Tmin,RH,Wind Speed,Rainfall
Mongar,2014,7,29.74193548,18.41935484,79.5483871,0.7129032258,68.4
Mongar,2014,8,27.51612903,17.9516129,82.80645161,0.5322580645,211.6
Mongar,2014,9,26.13333333,16.4,81.96666667,0.5533333333,213.6
Mongar,2014,10,26.16129032,12.69354839,64.87096774,0.6806451613,4.6
Mongar,2014,11,21.03333333,10.13333333,70.3,0.5666666667,0
Mongar,2014,12,18.22580645,7.629032258,65.5483871,0.6096774194,0
Mongar,2015,1,18.5483871,6.112903226,60.64516129,0.7741935484,0
Mongar,2015,2,21.21428571,7.285714286,63.89285714,0.875,0
Mongar,2015,3,25.0483871,10.53225806,61.77419355,1.167741935,14.4
Mongar,2015,4,23.61666667,11.95,74.23333333,0.9466666667,113.8
Mongar,2015,5,25.83870968,15.5,76.80645161,0.8290322581,71.8
Mongar,2015,6,26.48333333,17.15,84.2,0.6,143.8
Mongar,2015,7,27.70967742,17.53225806,81.25806452,0.5967741935,182.6
Mongar,2015,8,25.37096774,18.17741935,88.4516129,0.4903225806,229.6
Mongar,2015,9,24.6,17.58333333,83.66666667,0.5233333333,111.9
Mongar,2015,10,24.22580645,13.74193548,72.51612903,0.6322580645,4.4
Mongar,2015,11,19.91666667,10.21666667,70.46666667,0.4366666667,7.4
Mongar,2015,12,15.33870968,6.35483871,65.61290323,0.6935483871,0
Mongar,2016,1,15.08064516,5.419354839,68.51612903,0.6483870968,14
Mongar,2016,2,18.4137931,8.879310345,69.96551724,0.8034482759,1.4
Mongar,2016,3,21.96774194,11.59677419,65.58064516,1.025806452,45.4
Mongar,2016,4,24.31666667,14.11666667,70.36666667,1.123333333,89.7
Mongar,2016,5,23.82258065,15.08064516,74.83870968,0.7193548387,90.4
Mongar,2016,6,27.03333333,18.11666667,79.96666667,0.73,74.4
Mongar,2016,7,24.5,18.59677419,87.74193548,0.4806451613,312.8
Mongar,2016,8,28.91935484,18.85483871,74.29032258,0.6967741935,66.2
Mongar,2016,9,25.25,17.73333333,84.23333333,0.5,89.4
Mongar,2016,10,23.83870968,14.46774194,70.35483871,0.635483871,173.8
Mongar,2016,11,21.10344828,10.60344828,59.27586207,0.6310344828,0
Mongar,2016,12,18.0483871,8.467741935,61.03225806,0.6129032258,2.8
Mongar,2017,1,17.88709677,6.258064516,61.12903226,0.7548387097,18
Mongar,2017,2,18.92857143,8.535714286,64.28571429,0.8285714286,3.6
Mongar,2017,3,19.59677419,9.258064516,69.41935484,1.002258065,57.6
Mongar,2017,4,22.86666667,13.3,67.66666667,1.006666667,52.6
Mongar,2017,5,25.69354839,15.70967742,74.35483871,0.8225806452,92.2
Mongar,2017,6,26.28333333,17.95,81.03333333,0.7633333333,121.4
Mongar,2017,7,26.79032258,18.58064516,82.96774194,0.6387096774,195
Mongar,2017,8,26.11290323,18.83870968,84.96774194,0.5225806452,179
Mongar,2017,9,25,19.26666667,86.2,0.4766666667,193.2
Mongar,2017,10,24.12903226,14.93548387,75.4516129,0.5903225806,96.4
Mongar,2017,11,19.98333333,10.06666667,61.86666667,0.6193333333,1.2
Mongar,2017,12,17.98387097,8.887096774,65.51612903,0.5861290323,0
Mongar,2018,1,15.96129032,6.225806452,61.09677419,0.6709677419,0
Mongar,2018,2,17.46428571,7.964285714,72.25,0.7464285714,1.4
Mongar,2018,3,21.19354839,10.79032258,67.80645161,1.061290323,63
Mongar,2018,4,23.71666667,12.96666667,66.1,1.034666667,29.8
Mongar,2018,5,24.06451613,15.20967742,77.93548387,0.8419354839,68.8
Mongar,2018,6,26.81666667,18.18333333,81.4,0.7229666667,131.2
Mongar,2018,7,27.5483871,19,80.74193548,0.646516129,111.6
Mongar,2018,8,27.01612903,18.74193548,82.93548387,0.6094193548,131.8
Mongar,2018,9,24.58333333,17.75,84.26666667,0.5248666667,106.2
Mongar,2018,10,23.06451613,12.64516129,67.25806452,0.7529032258,3.8
Mongar,2018,11,20.45,9.75,57.16666667,0.7751666667,0.6
Mongar,2018,12,16.82258065,6.677419355,59.12903226,0.7602580645,25.2
Mongar,2019,1,17.48387097,5.822580645,54.22580645,0.9041935484,0.4
Mongar,2019,2,16.85714286,7.410714286,68.96428571,0.9021428571,41.8
Mongar,2019,3,20.24193548,9.387096774,66.87096774,1.082258065,34.4
Mongar,2019,4,22.9,13.45,69.3,0.9483333333,103.8
Mongar,2019,5,23.01612903,15.91935484,83.16129032,0.6896774194,180.8
Mongar,2019,6,26.83333333,18.08333333,78.86666667,0.751,60.8
Mongar,2019,7,24.66129032,18.35483871,86.64516129,0.5812903226,404.6
Mongar,2019,8,28.33870968,19.0483871,75.4516129,0.7241935484,82
Mongar,2019,9,24.31666667,17.66666667,84.46666667,0.56,138.4
Mongar,2019,10,22.35483871,14.16129032,74.32258065,0.5958064516,17
Mongar,2019,11,20.41666667,11.96666667,73.43333333,0.576,0
Mongar,2019,12,15.5,6.274193548,63.90322581,0.6280645161,1.2
Mongar,2020,1,14.59677419,5.435483871,68.58064516,0.7077419355,17.6
Mongar,2020,2,17.15517241,7.24137931,67.55172414,0.785862069,47.4
Mongar,2020,3,20.62903226,10.41935484,67.4516129,0.9741935484,42.2
Mongar,2020,4,21.58333333,12.31666667,74.6,1.003,97.2
Mongar,2020,5,23,14.98387097,77.25806452,0.8161290323,250.9
Mongar,2020,6,24.51666667,18.03333333,85,0.606,170
Mongar,2020,7,23.46774194,18.72580645,90.80645161,0.4774193548,226.8
Mongar,2020,8,26.90322581,19.30645161,83.38709677,0.6074193548,94.2
Mongar,2020,9,24.43333333,18.4,86.66666667,0.4643333333,64
Mongar,2020,10,24.37096774,15.85483871,72.25806452,0.5312903226,18.4
Mongar,2020,11,20.15,10.28333333,61.6,0.4596666667,7.6
Mongar,2020,12,16.1,7.64516129,69.80645161,0.1983870968,3.6
Mongar,2021,1,15.41935484,7.14516129,74.29032258,0.1248387097,2.2
Mongar,2021,2,19.64285714,8.178571429,56.32142857,0.25,1.4
Mongar,2021,3,21.27419355,11.16129032,68.93548387,0.7396774194,39.8
Mongar,2021,4,25.66666667,12.98333333,59.53333333,1.091666667,2125.9
Mongar,2021,5,24.08064516,15.87096774,79.22580645,0.6467741935,136.6
Mongar,2021,6,25.61666667,18.5,82.36666667,0.579,75.2
Mongar,2021,7,25.51612903,18.69354839,85.77419355,0.5103225806,252
Mongar,2021,8,24.61290323,18.80645161,86.19354839,0.4019354839,104
Mongar,2021,9,27.1,18.03333333,78.7,0.5626666667,28.6
Mongar,2021,10,24.25806452,15.5483871,74.09677419,0.4051612903,151.6
Mongar,2021,11,19.55,10.11666667,68.06666667,0.4563333333,6.4
Mongar,2021,12,16.64516129,7.225806452,67.67741935,0.5519354839,18.8
Tashiyangtse,2000,1,13.3,3.3,74,1.28,2.6
Tashiyangtse,2000,2,16.6,8,78,1.14,23.8
Tashiyangtse,2000,3,18,7.8,74,1.18,49.8
Tashiyangtse,2000,4,21,12.2,74,1.25,108.4
Tashiyangtse,2000,5,22.2,14.2,74,1.3,206.8
Tashiyangtse,2000,6,22.7,18.2,84,1.25,255
Tashiyangtse,2000,7,23.1,18.1,86,1.23,221.4
Tashiyangtse,2000,8,22.5,18.4,86,1.15,196.4
Tashiyangtse,2000,9,22.6,16.2,81,0.9,167.4
Tashiyangtse,2000,10,21.4,11.8,74,1.06,16.4
Tashiyangtse,2000,11,16.2,8.7,78,1.03,23.6
Tashiyangtse,2000,12,13.8,2.6,74,1.3,0
Tashiyangtse,2001,1,12.2,4,80,1.24,4.6
Tashiyangtse,2001,2,14.4,5.8,76,1.37,34.4
Tashiyangtse,2001,3,12,7.7,71,1.29,46
Tashiyangtse,2001,4,15.3,13.1,92,1.4,186.3
Tashiyangtse,2001,5,18.7,15.6,91,1.21,118.3
Tashiyangtse,2001,6,22.7,17.6,88,1.16,127.8
Tashiyangtse,2001,7,22.6,19.8,93,1.3,222.6
Tashiyangtse,2001,8,20.5,17.2,90,1.05,197.2
Tashiyangtse,2001,9,20.2,16.2,87,1.54,126.4
Tashiyangtse,2001,10,17.8,15.8,90,1.39,64.2
Tashiyangtse,2001,11,12.3,7,91,1.34,19
Tashiyangtse,2001,12,8.3,2.6,87,1.02,6.4
Tashiyangtse,2002,1,7.3,5.3,83,1.33,3.8
Tashiyangtse,2002,2,10.5,7.9,77,1.59,0
Tashiyangtse,2002,3,13,9,88,1.24,55.4
Tashiyangtse,2002,4,15.1,11.4,75,1.16,130.2
Tashiyangtse,2002,5,22.2,14.1,75,2.16,170.4
Tashiyangtse,2002,6,22.7,16.7,83,1.11,92.1
Tashiyangtse,2002,7,21.1,18.1,87,1.32,186.5
Tashiyangtse,2002,8,22.1,17.5,82,1.01,234.5
Tashiyangtse,2002,9,20.3,15.8,80,0.94,147.2
Tashiyangtse,2002,10,17.6,12.3,75,1.11,13
Tashiyangtse,2002,11,14.5,8.6,75,1.03,0
Tashiyangtse,2002,12,8.7,5.7,79,0.97,0
Tashiyangtse,2003,1,9.6,3.9,84,1.251612903,6.5
Tashiyangtse,2003,2,11.4,5.1,74,1.353571429,42.3
Tashiyangtse,2003,3,13.6,8.1,78,1.174193548,75.8
Tashiyangtse,2003,4,17.9,11.4,82,1.113333333,122.4
Tashiyangtse,2003,5,20.3,13.7,78,0.9258064516,81
Tashiyangtse,2003,6,21.1,16.3,79,0.8833333333,309.7
Tashiyangtse,2003,7,24.8,19.6,80,0.8709677419,122.4
Tashiyangtse,2003,8,24.3,19.1,87,0.835483871,108.8
Tashiyangtse,2003,9,20.9,17.5,93,0.76,71.2
Tashiyangtse,2003,10,17.6,13.6,86,0.7548387097,94
Tashiyangtse,2003,11,14.6,9.4,86,0.7366666667,20
Tashiyangtse,2003,12,10.6,7,78,0.9903225806,11.5
Tashiyangtse,2004,1,9.1,3.9,68,0.9709677419,14.8
Tashiyangtse,2004,2,12.3,7.6,81,1.15,6.8
Tashiyangtse,2004,3,16.2,11,62,1.015483871,16.2
Tashiyangtse,2004,4,20.4,11.2,71,0.9333333333,125.6
Tashiyangtse,2004,5,23,14.2,72,0.8225806452,85.4
Tashiyangtse,2004,6,24,16.5,75,0.79,193
Tashiyangtse,2004,7,23.7,17,84,0.8096774194,273.1
Tashiyangtse,2004,8,25.2,17.5,71,,183.2
Tashiyangtse,2004,9,23.5,16.4,80,0.77,99.4
Tashiyangtse,2004,10,20.7,11.6,73,0.8741935484,139.6
Tashiyangtse,2004,11,17.6,6.9,73,0.66,0
Tashiyangtse,2004,12,14.2,3.7,76,0.7483870968,0
Tashiyangtse,2005,1,13.5,2.2,83,0.8677419355,11
Tashiyangtse,2005,2,15.1,5.4,84,1.096551724,38.6
Tashiyangtse,2005,3,17.9,8.9,84,0.9322580645,98.2
Tashiyangtse,2005,4,20.6,10.7,73,0.7566666667,95.6
Tashiyangtse,2005,5,21.2,12.7,79,0.96,157.8
Tashiyangtse,2005,6,24.1,16.9,80,0.7033333333,102.4
Tashiyangtse,2005,7,24.4,17.9,84,0.7806451613,167.6
Tashiyangtse,2005,8,24.6,18.2,84,0.7451612903,210.2
Tashiyangtse,2005,9,24.5,15.9,84,0.64,213.4
Tashiyangtse,2005,10,19.2,11.4,82,0.8548387097,123.6
Tashiyangtse,2005,11,17.2,6.8,81,0.8866666667,9
Tashiyangtse,2005,12,15.5,1.9,76,0.8193548387,0
Tashiyangtse,2006,1,14.9,3.1,63.09677419,0.1548387097,0
Tashiyangtse,2006,2,17.5,9.5,66.48275862,0.3107142857,17
Tashiyangtse,2006,3,17.4,7.1,61.12903226,0.3241935484,53.9
Tashiyangtse,2006,4,20.2,9.2,53,1.61,101.2
Tashiyangtse,2006,5,21.9,12.9,56,1.39,165.1
Tashiyangtse,2006,6,22.6,16.5,58,1.56,117.1
Tashiyangtse,2006,7,24.8,17.5,78,1.66,185.4
Tashiyangtse,2006,8,25,16.7,77,1.35,347.3
Tashiyangtse,2006,9,22.3,15.9,79,1.24,84.1
Tashiyangtse,2006,10,21.3,10.2,62,1.27,28.3
Tashiyangtse,2006,11,16.9,7.5,74,1.21,38.7
Tashiyangtse,2006,12,14.1,5.1,77,1.06,7.1
Tashiyangtse,2007,1,12,3.6,76,1.28,4.9
Tashiyangtse,2007,2,14.1,4.4,72,1.14,73.3
Tashiyangtse,2007,3,19,6.6,64,1.18,29.5
Tashiyangtse,2007,4,19.5,9.4,69,1.25,120
Tashiyangtse,2007,5,23.4,13,70,1.3,103.6
Tashiyangtse,2007,6,23.3,16.3,77,1.25,187.16
Tashiyangtse,2007,7,22.7,17.4,81,1.23,376.1
Tashiyangtse,2007,8,24,17.3,72,1.15,132.1
Tashiyangtse,2007,9,22.6,16.4,79,0.9,185.2
Tashiyangtse,2007,10,20.8,13.7,69,1.06,75.4
Tashiyangtse,2007,11,17.8,5.9,63,1.03,13.2
Tashiyangtse,2007,12,14.3,3.2,65,1.3,0
Tashiyangtse,2008,1,12.9,2.2,72,1.24,12.3
Tashiyangtse,2008,2,14.8,3.1,65,1.37,5
Tashiyangtse,2008,3,18.4,8.6,73,1.29,69.1
Tashiyangtse,2008,4,20,10.4,77,1.4,125.4
Tashiyangtse,2008,5,21.9,13.2,74,1.21,133.8
Tashiyangtse,2008,6,22.9,16.7,79,1.16,205.9
Tashiyangtse,2008,7,24.1,17.6,81,1.3,146.8
Tashiyangtse,2008,8,23,17.5,85,1.05,235.9
Tashiyangtse,2008,9,23.3,16.2,77,1.54,122.2
Tashiyangtse,2008,10,21.3,10.2,70,1.39,130.8
Tashiyangtse,2008,11,17.6,4.9,70,1.34,0.3
Tashiyangtse,2008,12,15.2,6.2,78,1.02,0.3
Tashiyangtse,2009,1,14.6,6.1,73,1.33,0.5
Tashiyangtse,2009,2,16.4,5.8,69,1.59,62.5
Tashiyangtse,2009,3,18.5,6.7,66,1.24,31.2
Tashiyangtse,2009,4,20.4,10.7,66,1.16,43.4
Tashiyangtse,2009,5,21.8,12.6,69,2.16,39.1
Tashiyangtse,2009,6,24.3,16.4,73,1.11,119.6
Tashiyangtse,2009,7,25,18.3,80,1.32,207.4
Tashiyangtse,2009,8,23.8,17.5,81,1.01,156.6
Tashiyangtse,2009,9,24.8,15.3,72,0.94,128.3
Tashiyangtse,2009,10,21.9,11.8,70,1.11,63.3
Tashiyangtse,2009,11,18.1,7.1,69,1.03,0.8
Tashiyangtse,2009,12,15.3,5.9,74,0.97,1.4
Tashiyangtse,2010,1,15.46774194,1.338709677,64.64516129,1.251612903,0
Tashiyangtse,2010,2,17.01785714,5.392857143,68.85714286,1.353571429,0
Tashiyangtse,2010,3,20.96774194,8.35483871,67.87096774,1.174193548,68.8
Tashiyangtse,2010,4,21.28333333,10.68333333,73.53333333,1.113333333,88.5
Tashiyangtse,2010,5,21.90322581,13.08064516,77.93548387,0.9258064516,136.9
Tashiyangtse,2010,6,24.68666667,15.75,76.93333333,0.8833333333,223.9
Tashiyangtse,2010,7,24.79032258,17.01612903,81.64516129,0.8709677419,248.9
Tashiyangtse,2010,8,24.93548387,17.09677419,82.93548387,0.835483871,213.5
Tashiyangtse,2010,9,24.8,15.68333333,79.4,0.76,124.4
Tashiyangtse,2010,10,22.74193548,10.67741935,75.48387097,0.7548387097,115.1
Tashiyangtse,2010,11,19.53333333,10.21666667,73.56666667,0.7366666667,23.8
Tashiyangtse,2010,12,17.43548387,0.09677419355,64.35483871,0.9903225806,0
Tashiyangtse,2011,1,13.9516129,-0.5,68.22580645,0.9709677419,4.4
Tashiyangtse,2011,2,18.51785714,2.714285714,62.42857143,1.15,0.4
Tashiyangtse,2011,3,21.88709677,5.838709677,62.58064516,1.015483871,0
Tashiyangtse,2011,4,23.25,7.233333333,61.73333333,0.9333333333,84.8
Tashiyangtse,2011,5,24.85483871,10.77419355,64.83870968,0.8225806452,106.8
Tashiyangtse,2011,6,26.8,15.26666667,76.8,0.79,156
Tashiyangtse,2011,7,25.58064516,16.67741935,78.96774194,0.8096774194,178.9
Tashiyangtse,2011,8,25.64516129,16.16129032,75.93548387,,183.2
Tashiyangtse,2011,9,26.75266667,15.33333333,69.63333333,0.77,143.1
Tashiyangtse,2011,10,24.19354839,9.387096774,61.35483871,0.8741935484,24.9
Tashiyangtse,2011,11,18.61666667,4.616666667,64.6,0.66,9.3
Tashiyangtse,2011,12,15.74193548,2.516129032,68.09677419,0.7483870968,0
Tashiyangtse,2012,1,13.93548387,0.1935483871,63.25806452,0.8677419355,12.1
Tashiyangtse,2012,2,17.46551724,2.948275862,60.48275862,1.096551724,14.7
Tashiyangtse,2012,3,20.74193548,5.225806452,57.87096774,0.9322580645,29.7
Tashiyangtse,2012,4,21.15,9.183333333,70.06666667,0.7566666667,129.9
Tashiyangtse,2012,5,25.58333333,11.26666667,61.56666667,0.96,39.3
Tashiyangtse,2012,6,25.4,16.31666667,70.2,0.7033333333,159.7
Tashiyangtse,2012,7,25.5483871,17.48387097,76,0.7806451613,224.8
Tashiyangtse,2012,8,26.56612903,17.24193548,77.67741935,0.7451612903,159.2
Tashiyangtse,2012,9,24.81666667,15.11666667,76.63333333,0.64,207.7
Tashiyangtse,2012,10,22.03225806,8.903225806,61.32258065,0.8548387097,7
Tashiyangtse,2012,11,18.7,2.783333333,52.53333333,0.8866666667,0
Tashiyangtse,2012,12,16.03225806,2.129032258,55.48387097,0.8193548387,2.5
Tashiyangtse,2013,1,15.27419355,0.5483870968,52.70967742,0.9096774194,0
Tashiyangtse,2013,2,19.82142857,2.142857143,51.75,0.9285714286,11.5
Tashiyangtse,2013,3,20.88709677,6.290322581,56.64516129,0.8967741935,78.8
Tashiyangtse,2013,4,21.35,8.9,66.93333333,0.6566666667,91.6
Tashiyangtse,2013,5,23.27419355,12.01612903,72.22580645,0.6516129032,210.7
Tashiyangtse,2013,6,25.68333333,16.88333333,74,0.6666666667,79.9
Tashiyangtse,2013,7,25.48709677,17.40322581,78,0.6,201.2
Tashiyangtse,2013,8,26.35483871,15.38709677,76.96774194,0.6064516129,196
Tashiyangtse,2013,9,25.21666667,14.96666667,74.6,0.45,168.3
Tashiyangtse,2013,10,22.74193548,9.85483871,70.32258065,0.5612903226,139.4
Tashiyangtse,2013,11,19.7,4.6,59.26666667,0.6133333333,9.4
Tashiyangtse,2013,12,16.56451613,2.516129032,62.67741935,0.6032258065,0
Tashiyangtse,2014,1,15.87096774,0.935483871,60.32258065,0.7516129032,1.2
Tashiyangtse,2014,2,17.23214286,2.767857143,59,0.7071428571,10.2
Tashiyangtse,2014,3,20.48387097,5.596774194,62.29032258,0.7483870968,48.4
Tashiyangtse,2014,4,22.86666667,7.55,62.13333333,0.6233333333,83.6
Tashiyangtse,2014,5,22.66129032,12.62903226,75.90322581,0.4903225806,113.9
Tashiyangtse,2014,6,25.65,15.95,75.43333333,0.5433333333,144.4
Tashiyangtse,2014,7,27.80645161,17.17741935,75.51612903,0.5096774194,190.4
Tashiyangtse,2014,8,25.80645161,16.43548387,78.48387097,0.4548387097,154.5
Tashiyangtse,2014,9,24.96666667,14.56666667,74.5,0.37,197.2
Tashiyangtse,2014,10,22.88709677,8.306451613,61.83870968,0.5258064516,11.9
Tashiyangtse,2014,11,19.48333333,7.116666667,64.66666667,0.4033333333,11.3
Tashiyangtse,2014,12,16.88709677,3.403225806,61.03225806,0.4838709677,1.1
Tashiyangtse,2015,1,16.98387097,-0.5322580645,51.70967742,0.5933333333,15.5
Tashiyangtse,2015,2,18.96428571,2.767857143,54.03571429,0.6857142857,0
Tashiyangtse,2015,3,23.25806452,5.967741935,54.48387097,0.7612903226,33.4
Tashiyangtse,2015,4,21.18333333,8.783333333,70.2,0.5333333333,195.5
Tashiyangtse,2015,5,22.88709677,12.20967742,80.03225806,0.4709677419,184.2
Tashiyangtse,2015,6,24.88333333,16.2,83.9,0.5266666667,178.5
Tashiyangtse,2015,7,25.20967742,15.87096774,82.03225806,0.4548387097,250.7
Tashiyangtse,2015,8,24.70967742,16.37096774,85.29032258,0.3677419355,235.7
Tashiyangtse,2015,9,25.35,15.7,78.93333333,0.4133333333,108.8
Tashiyangtse,2015,10,23.24193548,9,67.09677419,0.5258064516,32.9
Tashiyangtse,2015,11,19.11666667,5.666666667,75.13333333,0.445,24.1
Tashiyangtse,2015,12,15.69354839,2.758064516,67.06451613,0.4677419355,2.1
Tashiyangtse,2016,1,14.58064516,0.9838709677,63.09677419,0.4677419355,19.5
Tashiyangtse,2016,2,17.67241379,5.120689655,66.48275862,0.5206896552,15.9
Tashiyangtse,2016,3,21.05,7.016129032,61.12903226,0.5161290323,47.1
Tashiyangtse,2016,4,22.76666667,9.931666667,68.63333333,0.54,136.5
Tashiyangtse,2016,5,23.17741935,11.35483871,71.70967742,0.4225806452,108.2
Tashiyangtse,2016,6,26.9,15.93333333,75.73333333,0.3266666667,106.2
Tashiyangtse,2016,7,25.31612903,16.80645161,81.83870968,0.1516129032,196.7
Tashiyangtse,2016,8,27.96774194,15.93548387,74.51612903,0.2096774194,152.4
Tashiyangtse,2016,9,25.53333333,15.58333333,81.33333333,0.1266666667,326.3
Tashiyangtse,2016,10,23.59677419,10.20967742,71.32258065,0.2806451613,134.3
Tashiyangtse,2016,11,21.21666667,4.516666667,58.03333333,0.5356666667,0.5
Tashiyangtse,2016,12,18.5483871,2.532258065,65.48387097,0.4225806452,3.3
Tashiyangtse,2017,1,16.37096774,-0.4193548387,57.5483871,0.4806451613,5.9
Tashiyangtse,2017,2,18.44444444,3.714285714,64.07142857,0.5567857143,6.6
Tashiyangtse,2017,3,19.75806452,5.822580645,67.35483871,0.4838709677,60.1
Tashiyangtse,2017,4,22.6,9.033333333,69.36666667,0.405,115.2
Tashiyangtse,2017,5,24.12903226,11.32258065,75.51612903,0.2935483871,215.8
Tashiyangtse,2017,6,25.3,15.35,76.53333333,0.05666666667,184.3
Tashiyangtse,2017,7,25.33870968,16.79032258,83.58064516,0.05714285714,235.2
Tashiyangtse,2017,8,25.5,17.27419355,83.5483871,0.06129032258,214.6
Tashiyangtse,2017,9,25.79310345,16.25862069,82.79310345,0.05172413793,155.7
Tashiyangtse,2017,10,24,11.38709677,75.74193548,0.006451612903,46.7
Tashiyangtse,2017,11,19.93333333,5.066666667,71.6,,0
Tashiyangtse,2017,12,18.48387097,2.870967742,70.06451613,1.021428571,0
Tashiyangtse,2018,1,15.93548387,2.080645161,67.35483871,0.1548387097,0
Tashiyangtse,2018,2,17.28571429,3.785714286,67.82142857,0.3107142857,14.4
Tashiyangtse,2018,3,20.41935484,6.596774194,75.22580645,0.3241935484,84.7
Tashiyangtse,2018,4,21.81666667,8.633333333,81.16666667,0.272,101.2
Tashiyangtse,2018,5,22.35483871,11.96774194,84.03225806,0.3396774194,177.4
Tashiyangtse,2018,6,23.11666667,16.76666667,85.1,0.4092666667,114.6
Tashiyangtse,2018,7,26.03225806,17.19354839,85.80645161,0.384,147.6
Tashiyangtse,2018,8,25.25806452,16.85483871,89.25806452,0.2251290323,280.4
Tashiyangtse,2018,9,23.36666667,15.8,86.56666667,0.3067666667,153.2
Tashiyangtse,2018,10,21.53225806,8.387096774,72.90322581,0.391483871,23
Tashiyangtse,2018,11,19.6,4.25,69.13333333,0.3609666667,5.7
Tashiyangtse,2018,12,16.85483871,0.935483871,67.64516129,0.3899354839,32.3
Tashiyangtse,2019,1,16.58064516,-1.032258065,65.32258065,0.4651612903,0
Tashiyangtse,2019,2,16.94642857,2.839285714,72.92857143,0.4457142857,29.3
Tashiyangtse,2019,3,20.27419355,5.596774194,73.32258065,0.3938709677,32.3
Tashiyangtse,2019,4,22.91666667,9.15,74.56666667,0.1342857143,110.9
Tashiyangtse,2019,5,23.48387097,12.69354839,81.12903226,0.09681818182,138.5
Tashiyangtse,2019,6,26.9,15.56666667,74.86666667,0.2,46.3
Tashiyangtse,2019,7,25.51612903,16.91935484,85.35483871,0.1970967742,279.5
Tashiyangtse,2019,8,27.79032258,16.88709677,81.35483871,0.3877419355,189.2
Tashiyangtse,2019,9,25.31666667,15.6,87.26666667,0.1986666667,188.6
Tashiyangtse,2019,10,22.75806452,11.11290323,78.41935484,0.2235483871,23.9
Tashiyangtse,2019,11,21.53333333,8.4,76.36666667,0.2,1.8
Tashiyangtse,2019,12,16.41935484,1.048387097,71.41935484,0.4816129032,1.1
Tashiyangtse,2020,1,16.38709677,0.2580645161,71.22580645,0.5674193548,8.8
Tashiyangtse,2020,2,18.43103448,3.137931034,71.62068966,0.5313793103,15.4
Tashiyangtse,2020,3,21.96774194,6.483870968,70.77419355,0.6425806452,41.8
Tashiyangtse,2020,4,21.68333333,8.183333333,78.63333333,0.378,138.2
Tashiyangtse,2020,5,22.66129032,11.20967742,80.93548387,0.3829032258,251.7
Tashiyangtse,2020,6,25.4,16.18333333,81.66666667,0.3826666667,121.6
Tashiyangtse,2020,7,24.24193548,17.11290323,89.32258065,0.314516129,203
Tashiyangtse,2020,8,27.22580645,17.17741935,83.22580645,0.3877419355,137.3
Tashiyangtse,2020,9,25.57666667,16.66666667,87.4,0.308,148
Tashiyangtse,2020,10,26.19354839,11.32258065,76.93548387,0.3390322581,42.4
Tashiyangtse,2020,11,21.08333333,3.616666667,73.13333333,0.3646666667,4.3
Tashiyangtse,2020,12,17.32258065,3.14516129,70.90322581,0.4212903226,5.3
Tashiyangtse,2021,1,16.12903226,2.35483871,74.51612903,0.4387096774,16.2
Tashiyangtse,2021,2,19.875,2.446428571,67.03571429,0.4475,8.4
Tashiyangtse,2021,3,20.32258065,6.451612903,72.19354839,0.345483871,91.1
Tashiyangtse,2021,4,23.93333333,7.366666667,69.16666667,0.406,79.9
Tashiyangtse,2021,5,23.30645161,12.80645161,79.12903226,0.2825806452,160.6
Tashiyangtse,2021,6,26.8,16.4,80.13333333,0.4043333333,128.7
Tashiyangtse,2021,7,26.53225806,16.96774194,85.41935484,0.2748387097,204.3
Tashiyangtse,2021,8,25.30645161,19.32258065,86.12903226,0.2832258065,192.3
Tashiyangtse,2021,9,27.5,16.81666667,78.96666667,0.283,139.8
Tashiyangtse,2021,10,24.9516129,12.79032258,78.83870968,0.2861290323,94.6
Tashiyangtse,2021,11,20.05,6.266666667,75.66666667,0.3283333333,9
Tashiyangtse,2021,12,16.85483871,1.935483871,74.48387097,0.3212903226,21
